T20,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
352,Iceland,2020,Major trading partner 3 (% of imports),China,,8.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2010,Major trading partner 1 (% of exports),United States,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2015,Major trading partner 1 (% of exports),United States,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2020,Major trading partner 1 (% of exports),United States,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2010,Major trading partner 1 (% of imports),China,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2015,Major trading partner 1 (% of imports),China,,15.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2020,Major trading partner 1 (% of imports),China,,16.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2010,Major trading partner 2 (% of exports),China,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2015,Major trading partner 2 (% of exports),China,,3.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2020,Major trading partner 2 (% of exports),China,,6.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2010,Major trading partner 2 (% of imports),United States,,5.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2015,Major trading partner 2 (% of imports),United States,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2020,Major trading partner 2 (% of imports),United States,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2010,Major trading partner 3 (% of exports),United Arab Emirates,,12.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2015,Major trading partner 3 (% of exports),United Arab Emirates,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2020,Major trading partner 3 (% of exports),United Arab Emirates,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2010,Major trading partner 3 (% of imports),United Arab Emirates,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2015,Major trading partner 3 (% of imports),United Arab Emirates,,5.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
356,India,2020,Major trading partner 3 (% of imports),United Arab Emirates,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2010,Major trading partner 1 (% of exports),China,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2015,Major trading partner 1 (% of exports),China,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2020,Major trading partner 1 (% of exports),China,,16.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2010,Major trading partner 1 (% of imports),China,,15.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2015,Major trading partner 1 (% of imports),China,,20.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2020,Major trading partner 1 (% of imports),China,,26.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2010,Major trading partner 2 (% of exports),United States,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2015,Major trading partner 2 (% of exports),United States,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2020,Major trading partner 2 (% of exports),United States,,10.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2010,Major trading partner 2 (% of imports),Singapore,,14.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2015,Major trading partner 2 (% of imports),Singapore,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2020,Major trading partner 2 (% of imports),Singapore,,10.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2010,Major trading partner 3 (% of exports),Japan,,16.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2015,Major trading partner 3 (% of exports),Japan,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2020,Major trading partner 3 (% of exports),Japan,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2010,Major trading partner 3 (% of imports),Japan,,12.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2015,Major trading partner 3 (% of imports),Japan,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
360,Indonesia,2020,Major trading partner 3 (% of imports),Japan,,9.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2010,Major trading partner 1 (% of exports),"Other Asia, nes",,43.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2015,Major trading partner 1 (% of exports),"Other Asia, nes",,42.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2020,Major trading partner 1 (% of exports),"Other Asia, nes",,43.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2010,Major trading partner 1 (% of imports),China,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2015,Major trading partner 1 (% of imports),China,,26.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2020,Major trading partner 1 (% of imports),China,,24.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2010,Major trading partner 2 (% of exports),"Other Europe, nes",,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2015,Major trading partner 2 (% of exports),"Other Europe, nes",,3.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2020,Major trading partner 2 (% of exports),"Other Europe, nes",,11.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2010,Major trading partner 2 (% of imports),United Arab Emirates,,28.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2015,Major trading partner 2 (% of imports),United Arab Emirates,,17.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2020,Major trading partner 2 (% of imports),United Arab Emirates,,13.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2010,Major trading partner 3 (% of exports),China,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2015,Major trading partner 3 (% of exports),China,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2020,Major trading partner 3 (% of exports),China,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2010,Major trading partner 3 (% of imports),India,,2.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2015,Major trading partner 3 (% of imports),India,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
364,Iran (Islamic Republic of),2020,Major trading partner 3 (% of imports),India,,6.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
368,Iraq,2010,Major trading partner 1 (% of exports),China,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
368,Iraq,2015,Major trading partner 1 (% of exports),China,,23.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
368,Iraq,2020,Major trading partner 1 (% of exports),China,,28.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
368,Iraq,2010,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,68.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
368,Iraq,2015,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,68.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
368,Iraq,2020,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,68.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
368,Iraq,2010,Major trading partner 2 (% of exports),India,,14.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
